SU,28-Dec-99,, 
0,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000
2, 41221.820, 10286.420, 503.073, ( 173)
2, 41234.080, 10283.210, 503.088, ( 174)
2, 41246.240, 10280.160, 503.042, ( 175)
2, 41258.880, 10277.710, 503.043, ( 176)
2, 41272.040, 10276.670, 503.092, ( 177)
2, 41284.220, 10276.460, 503.078, ( 178)
2, 41296.120, 10275.300, 503.057, ( 179)
2, 41310.360, 10272.760, 502.872, ( 180)
2, 41323.770, 10270.550, 502.881, ( 181)
2, 41337.280, 10269.640, 503.030, ( 182)
2, 41350.650, 10269.290, 503.089, ( 183)
2, 41364.860, 10269.500, 502.982, ( 184)
2, 41379.480, 10269.560, 503.017, ( 185)
2, 41394.580, 10270.120, 502.904, ( 186)
2, 41403.370, 10270.250, 502.848, ( 187)
2, 41405.160, 10271.880, 502.841, (   1)
0, 0.000, 0.000, 0.000,
2, 41368.130, 10352.010, 491.001, 
2, 41358.170, 10353.030, 491.005, 
2, 41348.160, 10354.200, 491.047, 
2, 41338.660, 10355.450, 490.987, 
2, 41327.380, 10356.930, 491.081, 
2, 41318.890, 10358.290, 491.007, 
2, 41312.380, 10360.150, 490.819, 
2, 41305.570, 10363.490, 490.763, 
2, 41298.730, 10366.820, 490.784, 
2, 41292.090, 10370.970, 490.871, 
2, 41283.650, 10377.020, 490.998, 
2, 41274.700, 10382.770, 490.931, 
2, 41265.880, 10387.410, 490.967, 
2, 41256.200, 10391.540, 491.001, 
2, 41247.820, 10394.280, 490.982, 
2, 41238.510, 10395.910, 491.089, 
2, 41227.420, 10396.840, 491.202, 
2, 41216.180, 10397.040, 491.396, 
2, 41206.550, 10396.960, 491.355, 
2, 41195.020, 10397.640, 491.248, 
2, 41184.340, 10397.710, 491.287, 
2, 41172.570, 10397.770, 491.067, 
2, 41162.520, 10397.650, 491.055, 
2, 41152.640, 10397.270, 491.113, 
2, 41143.970, 10397.020, 491.091, 
2, 41135.120, 10396.580, 491.005, 
2, 41124.130, 10396.060, 491.103, 
2, 41113.380, 10395.740, 490.981, 
2, 41102.900, 10395.290, 491.103, 
2, 41094.700, 10394.500, 490.983, 
2, 41084.750, 10392.960, 490.898, 
2, 41075.100, 10391.310, 491.018, 
2, 41067.240, 10389.630, 491.108, 
2, 41059.720, 10387.600, 491.294, 
2, 41052.620, 10384.210, 491.205, 
2, 41046.130, 10379.930, 491.241, 
2, 41038.720, 10374.910, 491.186, 
2, 41031.380, 10369.160, 491.038, 
2, 41025.230, 10364.070, 491.184, 
2, 41020.550, 10357.050, 491.411, 
2, 41020.140, 10352.920, 491.701, 
2, 41023.340, 10348.610, 491.477, 
